"","Celltype","Sample Names","Num of Samples","Protein","Num of TFs","Correlated TFs"
"31","M1_Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD194","2","PGR,SPDEF"
"32","M1_Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD197","3","PGR,SPDEF,SRF"
"33","M1_Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD223","2","PGR,SRF"
"34","M1_Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD278","3","PGR,SRF,VEZF1"
"35","M1_Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD28","2","PGR,SRF"
"36","M1_Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","TIGIT","2","PGR,SRF"
"37","M1_Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD133","2","PGR,SRF"
"38","M1_Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD185","1","SRF"
"39","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD69","10","AHR,EGR1,GATA2,HSF1,MAF,MEF2A,NANOG,NRF1,TCF12,TFAP2A"
"40","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD27","19","ARNT,BACH1,CEBPA,E2F3,E2F8,FOXH1,GATA1,GATA2,GTF2I,HOXB13,PAX5,PGR,RUNX2,SPI1,STAT1,TFDP1,USF1,USF2,XBP1"
"41","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD28","30","ARNT,ATF1,BACH1,CEBPA,CLOCK,E2F8,ESR2,ETV1,FOXH1,GATA1,GTF2B,HOXA4,IRF1,KMT2A,MITF,MYB,NFYB,PAX5,PBX3,POU2F1,PRDM1,RUNX1,RUNX2,SETDB1,TCF4,TCF7L2,TFDP1,TP73,USF1,ZKSCAN1"
"42","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD45RA","24","ARNT,BACH2,CEBPA,CEBPD,FOXH1,FOXO3,FOXP1,HSF2,IRF2,IRF3,JUNB,KLF4,KLF9,PBX3,RARG,RUNX2,RXRA,STAT1,STAT5B,TCF4,TFDP1,USF1,VEZF1,YY1"
"43","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD62L","12","BARX2,BCL11A,E2F8,EGR1,EHF,GRHL2,GTF2B,HOXA4,LHX2,MEIS1,NFYB,TFAP2A"
"44","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD38","26","BATF,CEBPA,CLOCK,E2F8,ESR1,ESR2,FOXM1,HIF1A,HOXA1,HOXA4,IRF1,JUND,KLF1,KMT2A,MYB,NFE2,PAX5,PBX3,POU2F1,RFX5,TCF12,TCF4,TCF7L2,TEAD4,USF1,ZNF263"
"45","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD95","10","BATF,FOXA1,FOXA2,FOXH1,HEY1,HINFP,HSF2,NFYA,NR2F2,PRDM1"
"46","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD314","10","CEBPA,FOXP1,GATA1,IRF2,MAFK,MYB,PBX3,RUNX2,TP73,USF1"
"47","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD4","17","CEBPA,E2F8,FOXM1,GATA1,GTF2B,IRF1,MAFK,MITF,MYB,NFYB,PBX3,RARG,RUNX1,RUNX2,TFDP1,ZKSCAN1,ZNF143"
"48","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD195","4","E2F2,RFX5,TFAP2A,ZNF76"
"49","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD81","5","EGR2,HEY1,SIX5,ZNF143,ZNF263"
"50","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD279","3","ESR1,POU2F1,RFX5"
"51","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD127","6","ESRRA,ETV1,HNF4A,HOXA1,NANOG,ZFX"
"52","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD11b","6","ETV1,FOXM1,HIF1A,PBX3,VDR,ZNF263"
"53","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD39","5","ETV1,KMT2A,RFX2,STAT5B,ZBTB33"
"54","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD56","3","GATA1,KLF4,YY1"
"55","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD366","1","GMEB2"
"56","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","HLA.DR","3","HIF1A,POU2F2,ZBTB33"
"57","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD11c","1","PBX3"
"58","Bcell","P1_2020Oct, P3_2023Jan","2","CD11c","98","AHR,AR,ARID3A,ARNT,ARNTL,ASCL2,ATF1,ATF3,BCL11A,BHLHE40,CEBPA,CEBPD,CTCF,E2F2,E2F7,E2F8,EGR1,EGR2,EHF,ELF1,ELK3,EPAS1,ESR1,ESR2,ETS2,ETV1,ETV5,ETV7,FOSL1,FOSL2,FOXA1,FOXD2,FOXH1,FOXP3,GATA1,GATA2,GATA4,GLI2,GLIS1,GMEB2,GTF2B,HEY1,HINFP,HNF1B,HNF4A,HNF4G,HOXA1,HOXA4,HSF2,IRF2,JUN,JUND,KLF1,KLF3,MAFK,MAX,MECOM,MEF2A,MEIS1,MXI1,NANOG,NFAT5,NFYA,NFYB,NR2F2,PAX5,PBX1,PGR,PPARG,RARG,RBPJ,RELA,RFX2,RUNX1,RUNX2,RUNX3,SIX5,SP1,SP4,STAT2,STAT4,STAT5A,TCF12,TCF4,TFAP2C,TFAP4,TFDP1,TP63,USF1,VEZF1,YY1,ZBTB7A,ZBTB7B,ZEB1,ZFX,ZNF143,ZNF263,ZNF76"
"59","Bcell","P1_2020Oct, P3_2023Jan","2","CD19","128","AHR,AR,ARID3A,ARNT,ARNTL,ASCL2,ATF1,ATF2,ATF3,BACH1,BARX2,BCL11A,BCL6,BHLHE40,CEBPA,CEBPD,CTCF,E2F3,E2F7,E2F8,EBF1,EGR2,EHF,ELF1,ELK1,ESR1,ESR2,ESRRA,ETS2,ETV1,ETV5,ETV6,ETV7,FOSL1,FOSL2,FOXA1,FOXD2,FOXH1,FOXM1,FOXO3,FOXP2,FOXP3,GATA1,GATA3,GLI2,GLIS1,GMEB2,GRHL2,GTF2B,HES1,HEY1,HNF1B,HNF4A,HOXA1,HOXA4,HSF2,IRF2,IRF4,JUN,JUNB,JUND,KLF1,KLF3,KLF9,KMT2A,MAFF,MAFK,MAX,MECOM,MEF2C,MEIS1,MYC,NANOG,NFAT5,NFE2,NFYA,NFYB,NR2C2,PAX5,PBX1,PGR,POU2F1,POU2F2,PPARG,RARG,RELA,RFX2,RUNX1,RUNX2,RUNX3,RXRA,RXRG,SIX5,SMAD3,SOX17,SP1,SP4,SPI1,SPIB,STAT1,STAT2,STAT4,STAT5A,STAT5B,TCF12,TCF21,TCF3,TCF4,TCF7L2,TFAP2A,TFAP2C,TFAP4,TFDP1,THAP1,TP63,TP73,USF1,USF2,VEZF1,XBP1,YY1,ZBTB33,ZBTB7B,ZEB1,ZKSCAN1,ZNF143,ZNF263,ZNF76"
"60","Bcell","P1_2020Oct, P3_2023Jan","2","CD20","125","AHR,AR,ARID3A,ARNT,ARNTL,ASCL2,ATF1,ATF3,BARX2,BCL11A,BCL6,BHLHE40,CEBPA,CEBPD,CTCF,E2F7,E2F8,EBF1,EHF,ELF1,ELK1,ESR1,ESR2,ESRRA,ETS2,ETV1,ETV5,ETV6,ETV7,FOSL1,FOSL2,FOXA1,FOXD2,FOXH1,FOXM1,FOXO3,FOXP2,FOXP3,GATA1,GATA3,GATA4,GLI2,GLIS1,GMEB2,GRHL2,GTF2B,HES1,HEY1,HIF1A,HNF1B,HNF4A,HOXA4,HOXB13,HSF2,IRF2,IRF4,JUN,JUNB,JUND,KLF1,KLF3,KLF9,KMT2A,MAFF,MAFK,MAX,MECOM,MEF2C,MEIS1,MYC,NANOG,NFAT5,NFYA,NFYB,NR3C1,NRF1,PAX5,PBX1,PGR,POU2F1,POU2F2,PPARG,RARG,RELA,RFX2,RUNX1,RUNX2,RUNX3,RXRA,RXRG,SIX5,SMAD3,SOX17,SP1,SP4,SPIB,SRF,STAT1,STAT2,STAT4,STAT5A,STAT5B,TCF12,TCF21,TCF3,TCF4,TCF7L2,TFAP2C,TFAP4,TFDP1,THAP1,TP63,TP73,USF1,USF2,VEZF1,XBP1,YY1,ZBTB33,ZBTB7B,ZEB1,ZKSCAN1,ZNF143,ZNF263,ZNF76"
"61","Bcell","P1_2020Oct, P3_2023Jan","2","CD45RA","128","AHR,AR,ARID3A,ARNT,ARNTL,ASCL2,ATF1,ATF2,ATF3,BARX2,BATF,BCL11A,BCL6,BHLHE40,CEBPA,CEBPD,CTCF,E2F3,E2F7,E2F8,EBF1,EGR1,EGR2,EHF,ELF1,ELK1,ESR1,ESR2,ESRRA,ETS2,ETV1,ETV6,FOS,FOSL1,FOSL2,FOXA1,FOXD2,FOXH1,FOXM1,FOXP1,FOXP2,FOXP3,GATA1,GATA3,GATA4,GLI2,GLIS1,GMEB2,GRHL2,GTF2B,HES1,HEY1,HIF1A,HNF1B,HNF4A,HOXA4,HOXB13,HSF2,JUN,JUNB,JUND,KLF1,KLF3,KLF9,MAFF,MAFK,MAX,MECOM,MEF2C,MEIS1,MYB,MYC,NANOG,NFAT5,NFE2,NFYA,NFYB,NKX2-1,NR2F2,NR3C1,NRF1,PAX5,PBX1,PGR,POU2F1,POU2F2,PPARG,RARG,RELA,RFX2,RFX5,RUNX1,RUNX2,RUNX3,RXRG,SETDB1,SIX5,SMAD3,SOX17,SP1,SP4,SPI1,SPIB,SRF,STAT1,STAT2,STAT3,STAT4,STAT5A,TCF12,TCF21,TCF3,TCF4,TCF7L2,TFAP2A,TFAP2C,TFAP4,TFDP1,THAP1,TP63,TP73,USF2,VEZF1,YY1,ZBTB33,ZNF143,ZNF263,ZNF76"
"62","Bcell","P1_2020Oct, P3_2023Jan","2","CD11b","91","AR,ARID3A,ARNT,ARNTL,ATF1,ATF3,BCL11A,BHLHE40,CEBPA,CEBPD,CTCF,E2F2,E2F7,E2F8,EGR1,EGR2,EHF,ELF1,ELK3,ELK4,ESR1,ESR2,ETS2,ETV1,FOS,FOSL1,FOSL2,FOXA1,FOXD2,FOXH1,FOXP3,GATA1,GATA2,GATA4,GLI2,GLIS1,GMEB2,GRHL2,GTF2B,GTF2I,HES1,HINFP,HNF1B,HNF4A,HNF4G,HOXA1,HSF2,JUND,KLF1,KLF3,MAFK,MAX,MECOM,MEF2A,MEIS1,MXI1,NANOG,NFYA,NFYB,NKX2-1,NR2F2,PAX5,PBX1,PPARG,RARG,RBPJ,RELA,RFX2,RFX5,RUNX1,RUNX2,RUNX3,RXRA,SP1,STAT2,STAT4,TCF12,TCF4,TFAP2C,TFAP4,TFDP1,USF1,VEZF1,YY1,ZBTB7A,ZBTB7B,ZEB1,ZFX,ZNF143,ZNF263,ZNF76"
"63","Bcell","P1_2020Oct, P3_2023Jan","2","CD14","77","AR,ARID3A,ARNT,ARNTL,ASCL2,ATF1,ATF3,BCL11A,BHLHE40,CEBPA,CEBPD,CTCF,E2F8,EGR1,EGR2,EHF,ELF1,EPAS1,ESR1,ESR2,ETS2,ETV6,ETV7,FOS,FOXA1,FOXD2,FOXH1,FOXP3,GATA1,GATA2,GATA4,GLI2,GLIS1,GTF2B,HIF1A,HNF1B,HNF4A,HOXA1,HSF2,JUN,JUND,KLF1,MAX,MEF2A,MEIS1,MXI1,NANOG,NFAT5,NR2C2,NR2F2,PAX5,PBX1,PBX3,PGR,PPARG,RBPJ,RELA,RFX2,RUNX1,RUNX2,RUNX3,SIX5,SP1,STAT2,TBP,TCF12,TCF4,TFAP2C,TP63,VEZF1,XBP1,YY1,ZBTB7A,ZFX,ZNF143,ZNF263,ZNF76"
"64","Bcell","P1_2020Oct, P3_2023Jan","2","CD141","26","AR,ARID3A,ATF3,BCL11A,CEBPA,EGR2,EPAS1,FOS,FOXA1,GATA1,GATA4,GLI2,GLIS1,MAX,MEIS1,MXI1,PAX5,PBX3,PPARG,RUNX1,SETDB1,SP1,TCF12,TFAP2C,TP63,ZFX"
"65","Bcell","P1_2020Oct, P3_2023Jan","2","CD15","47","AR,ARID3A,ATF3,BACH2,BCL11A,BCL6,CEBPA,CEBPD,CTCF,E2F7,EGR1,EGR2,FOSL1,FOSL2,FOXA1,FOXD2,GATA1,GMEB2,GRHL2,GTF2I,HES1,HINFP,HNF4A,HNF4G,JUNB,JUND,MAFK,MECOM,MYB,MYC,NANOG,NFATC1,NFYA,NKX2-1,NR2F2,PPARG,RFX2,RXRA,SETDB1,STAT4,TCF12,TCF21,TFDP1,THAP1,ZBTB7A,ZBTB7B,ZEB1"
"66","Bcell","P1_2020Oct, P3_2023Jan","2","CD194","34","AR,ARID3A,ATF2,ATF3,BARX2,BCL11A,BHLHE40,CEBPA,CLOCK,EGR2,ESR2,FOS,FOSL1,FOXA1,GATA4,GLI2,GLIS1,GMEB2,GTF2I,HES1,HIF1A,KLF1,MECOM,MEF2A,MXI1,NR2F2,PPARG,SETDB1,TCF12,TFAP2C,TP63,YY1,ZBTB7A,ZNF143"
"67","Bcell","P1_2020Oct, P3_2023Jan","2","CD195","21","AR,ARID3A,CEBPA,EPAS1,FOXA1,FOXP3,GATA1,GATA4,GLIS1,MAX,MEF2A,MEIS1,MXI1,NFAT5,PAX5,PPARG,RUNX1,TCF12,TP63,VEZF1,ZFX"
"68","Bcell","P1_2020Oct, P3_2023Jan","2","CD366","43","AR,ARID3A,ATF1,ATF3,BARX2,BCL11A,BHLHE40,CEBPA,EGR1,EGR2,EPAS1,ESR1,ESR2,FOS,FOSL1,FOXA1,FOXD2,GATA1,GATA4,GLI2,GLIS1,HES1,HNF4A,KLF1,MAX,MECOM,MEF2A,MEIS1,MXI1,MYB,NR2F2,PAX5,PBX1,PPARG,RELA,SETDB1,SP1,TCF12,TFAP2C,TP63,ZBTB7A,ZFX,ZNF143"
"69","Bcell","P1_2020Oct, P3_2023Jan","2","CD66b","67","AR,ARID3A,ARNTL,ATF3,BARX2,BCL11A,BCL6,BHLHE40,CEBPA,CEBPD,CTCF,E2F7,E2F8,EGR1,EGR2,ESR1,ESR2,ETV1,FOS,FOSL1,FOSL2,FOXA1,FOXD2,GATA1,GLI2,GLIS1,GMEB2,GRHL2,GTF2I,HES1,HINFP,HNF4A,HNF4G,HSF1,JUND,KLF1,KLF3,KLF9,MAFK,MAX,MECOM,MEF2A,MEF2C,MEIS1,MXI1,MYB,MYC,NANOG,NFYA,NKX2-1,NR2F2,PPARG,RELA,SETDB1,SPI1,SPIB,STAT4,TCF12,TCF21,TFAP2C,TFDP1,USF1,ZBTB7A,ZBTB7B,ZEB1,ZNF143,ZNF263"
"70","Bcell","P1_2020Oct, P3_2023Jan","2","CD95","43","AR,ARID3A,ATF3,BCL11A,CEBPA,CTCF,EGR2,EPAS1,ESR2,ETV7,FOS,FOXA1,FOXD2,GATA1,GATA4,GLI2,GLIS1,GTF2I,HIF1A,HNF1B,HNF4A,HOXA1,HSF2,KLF1,MAX,MEF2A,MEIS1,MNT,MXI1,NANOG,NR2C2,NR2F2,PPARG,RBPJ,RELA,SETDB1,SRF,TCF12,TFAP2C,TP63,XBP1,ZFX,ZNF143"
"71","Bcell","P1_2020Oct, P3_2023Jan","2","CD133","25","AR,ARNT,E2F7,ESR2,FOXD2,GATA1,GLI2,HES1,KLF1,MAFK,MECOM,MXI1,NANOG,NFYA,PAX5,PBX1,PPARG,RELA,RFX2,TCF12,TCF21,TFAP4,TFDP1,ZEB1,ZNF143"
"72","Bcell","P1_2020Oct, P3_2023Jan","2","CD117","16","ARID3A,ATF3,BCL11A,BHLHE40,ELK3,ESR2,FOSL2,FOXA1,GMEB2,HES1,MXI1,MYC,NR2F2,NRF1,RELA,ZNF143"
"73","Bcell","P1_2020Oct, P3_2023Jan","2","CD223","9","ARID3A,EGR2,EPAS1,FOXA1,MAX,NR2F2,PAX5,SETDB1,ZNF143"
"74","Bcell","P1_2020Oct, P3_2023Jan","2","CD273","42","ARID3A,ATF2,ATF3,BARX2,BCL11A,BHLHE40,CEBPA,CLOCK,EGR2,EPAS1,ESR1,ESR2,FOS,FOSL1,FOXA1,FOXP2,GATA1,GATA4,GLI2,GLIS1,GMEB2,GTF2I,HES1,KLF1,MAF,MEF2A,MEIS1,MNT,MXI1,MYB,NFYA,NR2F2,PPARG,RELA,RXRA,SETDB1,TCF12,TCF3,TFAP2C,TP63,ZFX,ZNF143"
"75","Bcell","P1_2020Oct, P3_2023Jan","2","CD30","2","ARID3A,NR2F2"
"76","Bcell","P1_2020Oct, P3_2023Jan","2","CD314","31","ARID3A,ATF2,ATF3,BARX2,BCL11A,BCL6,BHLHE40,ESR1,ESR2,ETV1,FOSL1,FOSL2,FOXM1,GMEB2,GTF2I,HES1,HINFP,HNF4G,KLF1,KLF9,MAFK,MXI1,MYB,MYC,NFYA,RELA,SMAD3,SPI1,SPIB,ZEB1,ZNF143"
"77","Bcell","P1_2020Oct, P3_2023Jan","2","CD38","23","ARID3A,ASCL2,BCL11A,BHLHE40,CEBPD,CTCF,FOS,FOXA1,FOXD2,GATA1,GATA4,GLI2,HIF1A,HNF4A,HOXA1,MXI1,NANOG,PPARG,RBPJ,SETDB1,TCF12,TP63,ZNF143"
"78","Bcell","P1_2020Oct, P3_2023Jan","2","CD4","59","ARID3A,ARNTL,ASCL2,ATF1,ATF3,BCL11A,BCL6,BHLHE40,CEBPA,CEBPD,CTCF,E2F8,EHF,ESR1,ESR2,ETV1,ETV5,FOSL1,FOSL2,FOXA1,FOXD2,FOXP3,GATA1,GATA4,GLIS1,GMEB2,GTF2B,HNF1B,HNF4A,HNF4G,HSF2,JUND,KLF1,KLF3,MAFK,MEF2A,MEIS1,MXI1,MYB,NANOG,PAX5,PBX1,PGR,POU2F2,PPARG,RELA,SETDB1,SIX5,SP1,STAT2,TCF12,TCF4,TFAP2C,TFDP1,TP63,USF1,ZEB1,ZFX,ZNF143"
"79","Bcell","P1_2020Oct, P3_2023Jan","2","CD40","49","ARID3A,ASCL2,BACH2,BCL11A,BCL6,BHLHE40,CEBPD,CTCF,E2F7,EBF1,ESR2,ESRRA,ETV1,FOSL2,FOXD2,GATA1,GATA3,GMEB2,GRHL2,HES1,HINFP,HNF1B,HNF4G,JUNB,MAFK,MYB,NANOG,NFATC1,NKX2-1,NR2F2,POU2F1,PPARG,RFX2,RXRA,SPI1,SRF,STAT1,STAT5B,TCF12,TCF21,TCF7L2,TFDP1,THAP1,TP73,USF2,XBP1,ZBTB7A,ZEB1,ZKSCAN1"
"80","Bcell","P1_2020Oct, P3_2023Jan","2","CD107a","9","ARID3A,EGR2,FOS,FOXA1,GTF2I,NR2C2,SETDB1,SRF,XBP1"
"81","Bcell","P1_2020Oct, P3_2023Jan","2","HLA.DR","75","ARNT,ARNTL,ATF1,ATF3,BACH2,BARX2,BCL11A,BCL6,BHLHE40,CEBPD,CTCF,E2F6,E2F7,E2F8,EBF1,EHF,ESR1,ESR2,ETV1,ETV5,ETV6,FOS,FOSL1,FOSL2,FOXD2,FOXM1,GLI2,GMEB2,GRHL2,GTF2B,HES1,HINFP,HNF4A,HNF4G,JUND,KLF1,KLF10,KLF3,MAFF,MAFK,MECOM,MEF2C,MXI1,MYB,MYBL2,MYC,NANOG,NFATC1,NFYA,NFYB,NKX2-1,PBX1,PBX3,POU2F1,RARG,RELA,RFX2,RXRG,SIX5,SMAD3,SPI1,SPIB,SRF,TCF12,TCF21,TCF3,TCF4,TFDP1,THAP1,XBP1,ZBTB7B,ZEB1,ZFX,ZNF143,ZNF263"
"82","Bcell","P1_2020Oct, P3_2023Jan","2","CD304","30","ARNTL,ATF1,ATF3,BACH2,BHLHE40,CEBPA,ESR2,ETV5,FOSL1,FOSL2,FOXD2,GATA1,GMEB2,HES1,HINFP,MAFK,MEIS1,MXI1,MYB,NANOG,NFYA,PBX1,POU2F1,PPARG,RELA,STAT4,TCF12,TFAP2C,ZEB1,ZNF143"
"83","Bcell","P1_2020Oct, P3_2023Jan","2","CD27","29","ATF1,ATF3,ETS2,FOSL1,FOXP2,GLIS1,GMEB2,GTF2B,HSF2,IRF2,IRF4,JUN,JUND,KLF1,KMT2A,MAF,MAX,MECOM,MEF2A,NFYA,RXRA,RXRG,SOX17,SP1,STAT4,TCF3,TCF4,USF2,VEZF1"
"84","Bcell","P1_2020Oct, P3_2023Jan","2","CD278","6","ATF2,BARX2,CLOCK,HES1,MXI1,ZNF143"
"85","Bcell","P1_2020Oct, P3_2023Jan","2","CD103","16","ATF3,CTCF,EGR2,FOS,FOSL1,GATA4,GLI2,GLIS1,HES1,KLF1,MAF,NFYA,NKX2-1,RXRA,SETDB1,TFDP1"
"86","Bcell","P1_2020Oct, P3_2023Jan","2","TIGIT","6","ATF3,GLIS1,MAX,MEF2A,SETDB1,TFAP2C"
"87","Bcell","P1_2020Oct, P3_2023Jan","2","CD185","28","BACH1,BACH2,E2F4,ELK1,ESRRA,ETV5,FOXH1,FOXM1,FOXO3,GATA3,HEY1,IRF4,MEIS1,NFE2,NFYB,PGR,POU2F2,RUNX1,SP4,STAT2,STAT5B,TCF4,TCF7L2,TP73,USF2,ZEB1,ZKSCAN1,ZNF263"
"88","Bcell","P1_2020Oct, P3_2023Jan","2","CD81","10","BACH1,EPAS1,ETV6,ETV7,IRF2,IRF4,MAFF,NFATC1,SRF,XBP1"
"89","Bcell","P1_2020Oct, P3_2023Jan","2","CD134","20","CEBPD,EGR1,EHF,ETV1,FOSL2,FOXD2,FOXO3,GATA1,GRHL2,HES1,HNF4G,MAFK,NANOG,NFYA,NR2F2,POU2F2,PPARG,SPI1,TFDP1,ZEB1"
"90","Bcell","P1_2020Oct, P3_2023Jan","2","CD69","1","EGR2"
"91","Bcell","P1_2020Oct, P3_2023Jan","2","CD62L","12","ELK1,ESRRA,FOXH1,IRF4,NFATC1,NFE2,NFYB,RUNX1,RXRA,SREBF1,STAT5A,STAT5B"
